onet_soc_code,occupation_title,stem_occupation_types,job_zone,bright_outlook,task_id,task,task_category,importance,task_rank_in_occupation,dwa_id,dwa_title,iwa_id,iwa_title,gwa_id,gwa_title
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5710,"Compile, administer, and grade examinations, or assign this work to others.",Core,89.0,1,4.A.2.a.1.c.4,Evaluate student work.,4.A.2.a.1.c,"Assess student capabilities, needs, or performance.",4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5709,"Evaluate and grade students' class work, assignments, and papers.",Core,87.0,2,4.A.2.a.1.c.4,Evaluate student work.,4.A.2.a.1.c,"Assess student capabilities, needs, or performance.",4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5711,"Prepare and deliver lectures to undergraduate or graduate students on topics such as linear algebra, differential equations, and discrete mathematics.",Core,87.0,3,4.A.4.b.3.b.12,Teach physical science or mathematics courses at the college level.,4.A.4.b.3.b,Teach academic or vocational subjects.,4.A.4.b.3,Training and Teaching Others
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5713,"Maintain student attendance records, grades, and other required records.",Core,85.0,4,4.A.3.b.6.h.12,Maintain student records.,4.A.3.b.6.h,Maintain operational records.,4.A.3.b.6,Documenting/Recording Information
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5712,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,84.0,5,4.A.3.b.6.l.9,Develop instructional materials.,4.A.3.b.6.l,Prepare informational or instructional materials.,4.A.3.b.6,Documenting/Recording Information
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5715,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",Core,82.0,6,4.A.2.a.1.b.5,Evaluate effectiveness of educational programs.,4.A.2.a.1.b,"Evaluate programs, practices, or processes.",4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5715,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",Core,82.0,6,4.A.2.b.2.l.3,Develop instructional objectives.,4.A.2.b.2.l,"Develop educational programs, plans, or procedures.",4.A.2.b.2,Thinking Creatively
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5714,Maintain regularly scheduled office hours to advise and assist students.,Core,81.0,7,4.A.4.b.6.g.2,Advise students on academic or career matters.,4.A.4.b.6.g,Advise others on educational or vocational matters.,4.A.4.b.6,Providing Consultation and Advice to Others
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5716,"Initiate, facilitate, and moderate classroom discussions.",Core,80.0,8,4.A.4.b.3.b.5,Guide class discussions.,4.A.4.b.3.b,Teach academic or vocational subjects.,4.A.4.b.3,Training and Teaching Others
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5724,"Conduct research in a particular field of knowledge and publish findings in books, professional journals, or electronic media.",Supplemental,72.0,14,4.A.2.b.3.a.10,Research topics in area of expertise.,4.A.2.b.3.a,Maintain current knowledge in area of expertise.,4.A.2.b.3,Updating and Using Relevant Knowledge
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5724,"Conduct research in a particular field of knowledge and publish findings in books, professional journals, or electronic media.",Supplemental,72.0,14,4.A.3.b.6.p.1,"Write articles, books or other original materials in area of expertise.",4.A.3.b.6.p,Write material for artistic or commercial purposes.,4.A.3.b.6,Documenting/Recording Information
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,20060,"Keep abreast of developments and technological advances in the mathematical field by reading current literature, talking with colleagues, and participating in professional conferences.",Core,69.0,9,4.A.2.b.3.a.18,Attend training sessions or professional meetings to develop or maintain professional knowledge.,4.A.2.b.3.a,Maintain current knowledge in area of expertise.,4.A.2.b.3,Updating and Using Relevant Knowledge
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,20060,"Keep abreast of developments and technological advances in the mathematical field by reading current literature, talking with colleagues, and participating in professional conferences.",Core,69.0,9,4.A.2.b.3.a.3,Stay informed about current developments in field of specialization.,4.A.2.b.3.a,Maintain current knowledge in area of expertise.,4.A.2.b.3,Updating and Using Relevant Knowledge
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5717,"Select and obtain materials and supplies, such as textbooks.",Core,66.0,10,4.A.2.b.1.j.10,Select educational materials or equipment.,4.A.2.b.1.j,Select materials or equipment for operations or projects.,4.A.2.b.1,Making Decisions and Solving Problems
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5717,"Select and obtain materials and supplies, such as textbooks.",Core,66.0,10,4.A.4.c.3.e.2,Order instructional or library materials or equipment.,4.A.4.c.3.e,Purchase goods or services.,4.A.4.c.3,Monitoring and Controlling Resources
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5719,Advise students on academic and vocational curricula and on career issues.,Core,64.0,12,4.A.4.b.6.g.2,Advise students on academic or career matters.,4.A.4.b.6.g,Advise others on educational or vocational matters.,4.A.4.b.6,Providing Consultation and Advice to Others
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5720,Collaborate with colleagues to address teaching and research issues.,Core,64.0,11,4.A.2.b.3.a.10,Research topics in area of expertise.,4.A.2.b.3.a,Maintain current knowledge in area of expertise.,4.A.2.b.3,Updating and Using Relevant Knowledge
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,21110,Develop department and course schedules.,Supplemental,62.0,15,4.A.2.b.5.b.3,Schedule instructional activities.,4.A.2.b.5.b,Schedule operational activities.,4.A.2.b.5,Scheduling Work and Activities
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,21110,Develop department and course schedules.,Supplemental,62.0,15,4.A.4.b.1.f.2,Prepare staff schedules or work assignments.,4.A.4.b.1.f,Assign work to others.,4.A.4.b.1,Coordinating the Work and Activities of Others
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,21110,Develop department and course schedules.,Supplemental,62.0,15,4.A.4.b.1.f.3,Prepare activity or work schedules.,4.A.4.b.1.f,Assign work to others.,4.A.4.b.1,Coordinating the Work and Activities of Others
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5723,"Perform administrative duties, such as serving as department head.",Supplemental,62.0,16,4.A.4.b.4.j.33,Direct department activities.,4.A.4.b.4.j,"Direct organizational operations, activities, or procedures.",4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,21111,Conduct faculty performance evaluations.,Supplemental,61.0,17,4.A.1.a.2.f.1,Monitor performance of organizational members or partners.,4.A.1.a.2.f,Monitor individual behavior or performance.,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings"
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,21111,Conduct faculty performance evaluations.,Supplemental,61.0,17,4.A.2.a.1.d.1,Evaluate performance of educational staff.,4.A.2.a.1.d,Evaluate personnel capabilities or performance.,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5725,"Supervise undergraduate or graduate teaching, internship, and research work.",Supplemental,57.0,18,4.A.4.b.4.a.18,Supervise student research or internship work.,4.A.4.b.4.a,Supervise personnel activities.,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5721,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",Core,56.0,13,4.A.4.b.4.b.1,Serve on institutional or departmental committees.,4.A.4.b.4.b,Serve on organizational committees.,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5726,Act as advisers to student organizations.,Supplemental,54.0,19,4.A.4.b.6.g.2,Advise students on academic or career matters.,4.A.4.b.6.g,Advise others on educational or vocational matters.,4.A.4.b.6,Providing Consultation and Advice to Others
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5722,"Participate in student recruitment, registration, and placement activities.",Supplemental,51.0,20,4.A.4.a.6.c.6,Promote educational institutions or programs.,4.A.4.a.6.c,"Promote products, services, or programs.",4.A.4.a.6,Selling or Influencing Others
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5722,"Participate in student recruitment, registration, and placement activities.",Supplemental,51.0,20,4.A.4.c.1.a.5,Perform student enrollment or registration activities.,4.A.4.c.1.a,Perform administrative or clerical activities.,4.A.4.c.1,Performing Administrative Activities
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5728,Write grant proposals to procure external research funding.,Supplemental,47.0,21,4.A.3.b.6.g.2,Write grant proposals.,4.A.3.b.6.g,Prepare proposals or grant applications.,4.A.3.b.6,Documenting/Recording Information
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5727,Participate in campus and community events.,Supplemental,43.0,22,4.A.2.b.6.a.4,Plan community programs or activities for the general public.,4.A.2.b.6.a,Plan events or programs.,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work"
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5729,Compile bibliographies of specialized materials for outside reading assignments.,Supplemental,38.0,23,4.A.2.a.2.c.4,Compile specialized bibliographies or lists of materials.,4.A.2.a.2.c,"Compile records, documentation, or other data.",4.A.2.a.2,Processing Information
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,1001326,Hire adjunct faculty.,New,,24,,,,,,
25-1031.00,"Architecture Teachers, Postsecondary",Postsecondary Teaching,5,0,5735,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",Core,87.0,1,4.A.2.a.1.b.5,Evaluate effectiveness of educational programs.,4.A.2.a.1.b,"Evaluate programs, practices, or processes.",4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
25-1031.00,"Architecture Teachers, Postsecondary",Postsecondary Teaching,5,0,5735,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",Core,87.0,1,4.A.2.b.2.l.3,Develop instructional objectives.,4.A.2.b.2.l,"Develop educational programs, plans, or procedures.",4.A.2.b.2,Thinking Creatively
25-1031.00,"Architecture Teachers, Postsecondary",Postsecondary Teaching,5,0,5732,"Prepare and deliver lectures to undergraduate or graduate students on topics such as architectural design methods, aesthetics and design, and structures and materials.",Core,86.0,3,4.A.4.b.3.b.11,Teach humanities courses at the college level.,4.A.4.b.3.b,Teach academic or vocational subjects.,4.A.4.b.3,Training and Teaching Others
25-1031.00,"Architecture Teachers, Postsecondary",Postsecondary Teaching,5,0,5733,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,86.0,2,4.A.3.b.6.l.9,Develop instructional materials.,4.A.3.b.6.l,Prepare informational or instructional materials.,4.A.3.b.6,Documenting/Recording Information
25-1031.00,"Architecture Teachers, Postsecondary",Postsecondary Teaching,5,0,5731,"Evaluate and grade students' work, including work performed in design studios.",Core,85.0,4,4.A.2.a.1.c.4,Evaluate student work.,4.A.2.a.1.c,"Assess student capabilities, needs, or performance.",4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
25-1031.00,"Architecture Teachers, Postsecondary",Postsecondary Teaching,5,0,5737,"Maintain student attendance records, grades, and other required records.",Core,84.0,5,4.A.3.b.6.h.12,Maintain student records.,4.A.3.b.6.h,Maintain operational records.,4.A.3.b.6,Documenting/Recording Information
