onet_soc_code,occupation_title,task_id,task,task_category,importance,n_subtasks_scored,automation_feasibility_today,llm_exposure,physical_embodiment_required,interpersonal_demand,judgment_under_uncertainty,accountability_requirement,error_cost,dominant_verdict
19-4099.01,Quality Control Analysts,16967,Receive and inspect raw materials.,Core,72.0,1,62.0,35.0,72.0,8.0,38.0,45.0,52.0,largely_automatable
19-4099.01,Quality Control Analysts,16968,Review data from contract laboratories to ensure accuracy and regulatory compliance.,Supplemental,64.0,1,65.0,80.0,10.0,8.0,30.0,35.0,40.0,largely_automatable
19-4099.01,Quality Control Analysts,16969,Prepare or review required method transfer documentation including technical transfer protocols or reports.,Supplemental,65.0,1,45.0,90.0,5.0,20.0,55.0,75.0,62.0,augmentable
19-4099.01,Quality Control Analysts,16970,Perform validations or transfers of analytical methods in accordance with applicable policies or guidelines.,Core,66.0,1,45.0,90.0,2.0,15.0,65.0,40.0,45.0,augmentable
19-4099.01,Quality Control Analysts,16971,Participate in out-of-specification and failure investigations and recommend corrective actions.,Core,72.0,1,45.0,78.0,10.0,8.0,55.0,55.0,65.0,augmentable
19-4099.01,Quality Control Analysts,16972,"Monitor testing procedures to ensure that all tests are performed according to established item specifications, standard test methods, or protocols.",Core,75.0,1,38.0,65.0,42.0,35.0,55.0,62.0,60.0,augmentable
19-4099.01,Quality Control Analysts,16973,Investigate or report questionable test results.,Core,77.0,1,60.0,90.0,5.0,10.0,50.0,45.0,45.0,augmentable
19-4099.01,Quality Control Analysts,16974,"Interpret test results, compare them to established specifications and control limits, and make recommendations on appropriateness of data for release.",Core,84.0,1,50.0,85.0,5.0,15.0,55.0,40.0,45.0,augmentable
19-4099.01,Quality Control Analysts,16975,Identify quality problems and recommend solutions.,Core,72.0,1,25.0,80.0,5.0,65.0,75.0,55.0,50.0,augmentable
19-4099.01,Quality Control Analysts,16976,Evaluate analytical methods and procedures to determine how they might be improved.,Core,60.0,1,30.0,85.0,22.0,25.0,72.0,45.0,45.0,augmentable
19-4099.01,Quality Control Analysts,16977,"Complete documentation needed to support testing procedures, including data capture forms, equipment logbooks, or inventory forms.",Core,80.0,1,70.0,55.0,25.0,5.0,20.0,45.0,40.0,largely_automatable
19-4099.01,Quality Control Analysts,16978,"Calibrate, validate, or maintain laboratory equipment.",Core,82.0,2,25.0,37.5,82.5,13.0,36.5,57.5,56.0,augmentable
19-4099.01,Quality Control Analysts,16979,Compile laboratory test data and perform appropriate analyses.,Core,79.0,1,50.0,86.0,5.0,12.0,55.0,45.0,50.0,augmentable
19-4099.01,Quality Control Analysts,16980,"Conduct routine and non-routine analyses of in-process materials, raw materials, environmental samples, finished goods, or stability samples.",Core,84.0,1,65.0,30.0,80.0,10.0,35.0,50.0,50.0,augmentable
19-4099.03,Remote Sensing Technicians,16981,Participate in the planning or development of mapping projects.,Core,67.0,2,37.0,69.0,16.0,24.0,58.0,47.0,45.0,augmentable
19-4099.03,Remote Sensing Technicians,16982,Maintain records of survey data.,Supplemental,62.0,1,70.0,55.0,25.0,5.0,20.0,45.0,40.0,largely_automatable
19-4099.03,Remote Sensing Technicians,16983,Document methods used and write technical reports containing information collected.,Supplemental,53.0,1,40.0,90.0,4.0,20.0,50.0,60.0,45.0,augmentable
19-4099.03,Remote Sensing Technicians,16984,Develop specialized computer software routines to customize and integrate image analysis.,Supplemental,53.0,1,30.0,85.0,10.0,25.0,60.0,50.0,60.0,augmentable
19-4099.03,Remote Sensing Technicians,16985,"Collect verification data on the ground, using equipment such as global positioning receivers, digital cameras, or notebook computers.",Supplemental,60.0,1,33.0,20.0,85.0,10.0,40.0,40.0,35.0,augmentable
19-4099.03,Remote Sensing Technicians,16986,Verify integrity and accuracy of data contained in remote sensing image analysis systems.,Core,80.0,2,60.0,80.0,7.5,9.0,40.0,35.0,40.0,augmentable
19-4099.03,Remote Sensing Technicians,16987,"Prepare documentation or presentations, including charts, photos, or graphs.",Core,52.0,1,40.0,90.0,4.0,20.0,50.0,60.0,45.0,augmentable
19-4099.03,Remote Sensing Technicians,16989,"Monitor raw data quality during collection, and make equipment corrections as necessary.",Supplemental,69.0,1,35.0,35.0,80.0,8.0,35.0,60.0,60.0,augmentable
19-4099.03,Remote Sensing Technicians,16990,"Merge scanned images or build photo mosaics of large areas, using image processing software.",Core,72.0,1,75.0,85.0,5.0,10.0,30.0,15.0,18.0,largely_automatable
19-4099.03,Remote Sensing Technicians,16991,Integrate remotely sensed data with other geospatial data.,Core,77.0,1,50.0,70.0,15.0,10.0,50.0,45.0,50.0,augmentable
19-4099.03,Remote Sensing Technicians,16992,"Evaluate remote sensing project requirements to determine the types of equipment or computer software necessary to meet project requirements, such as specific image types or output resolutions.",Supplemental,61.0,2,32.5,62.5,37.5,17.5,50.0,42.5,50.0,augmentable
19-4099.03,Remote Sensing Technicians,16993,Develop or maintain geospatial information databases.,Supplemental,71.0,1,35.0,85.0,8.0,25.0,45.0,35.0,45.0,augmentable
19-4099.03,Remote Sensing Technicians,16994,Correct raw data for errors due to factors such as skew or atmospheric variation.,Supplemental,77.0,1,40.0,75.0,10.0,10.0,65.0,45.0,50.0,augmentable
19-4099.03,Remote Sensing Technicians,16995,Calibrate data collection equipment.,Supplemental,72.0,1,35.0,35.0,80.0,8.0,35.0,60.0,60.0,augmentable
19-4099.03,Remote Sensing Technicians,16996,"Consult with remote sensing scientists, surveyors, cartographers, or engineers to determine project needs.",Core,74.0,2,22.5,77.5,15.0,47.5,62.5,52.5,55.0,augmentable
19-4099.03,Remote Sensing Technicians,16997,"Adjust remotely sensed images for optimum presentation by using software to select image displays, define image set categories, or choose processing routines.",Core,74.0,1,75.0,85.0,5.0,10.0,30.0,15.0,18.0,largely_automatable
19-4099.03,Remote Sensing Technicians,16998,"Manipulate raw data to enhance interpretation, either on the ground or during remote sensing flights.",Core,72.0,1,40.0,75.0,10.0,10.0,65.0,45.0,50.0,augmentable
19-4099.03,Remote Sensing Technicians,16999,"Collect geospatial data, using technologies such as aerial photography, light and radio wave detection systems, digital satellites, or thermal energy systems.",Core,86.0,1,33.0,20.0,85.0,10.0,40.0,40.0,35.0,augmentable
19-4099.03,Remote Sensing Technicians,19804,Collaborate with agricultural workers to apply remote sensing information to efforts to reduce negative environmental impacts of farming practices.,New,,2,29.0,65.0,14.0,66.5,47.5,45.0,35.0,augmentable
19-4099.03,Remote Sensing Technicians,19805,Collect remote sensing data for forest or carbon tracking activities involved in assessing the impact of environmental change.,New,,1,25.0,12.0,93.0,10.0,35.0,45.0,45.0,resistant
19-4099.03,Remote Sensing Technicians,19806,"Provide remote sensing data for use in addressing environmental issues, such as surface water modeling or dust cloud detection.",New,,1,25.0,85.0,10.0,45.0,55.0,55.0,40.0,augmentable
25-1021.00,"Computer Science Teachers, Postsecondary",5685,"Evaluate and grade students' class work, laboratory work, assignments, and papers.",Core,85.0,1,50.0,90.0,10.0,40.0,50.0,60.0,45.0,augmentable
25-1021.00,"Computer Science Teachers, Postsecondary",5686,"Maintain student attendance records, grades, and other required records.",Core,80.0,1,30.0,75.0,10.0,85.0,60.0,45.0,45.0,augmentable
25-1021.00,"Computer Science Teachers, Postsecondary",5687,"Prepare and deliver lectures to undergraduate or graduate students on topics such as programming, data structures, and software design.",Core,87.0,1,22.0,82.0,25.0,65.0,35.0,55.0,30.0,augmentable
25-1021.00,"Computer Science Teachers, Postsecondary",5688,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,90.0,1,55.0,88.0,6.0,22.0,40.0,35.0,28.0,augmentable
25-1021.00,"Computer Science Teachers, Postsecondary",5689,"Compile, administer, and grade examinations or assign this work to others.",Core,90.0,3,55.0,80.7,16.7,33.3,40.0,53.3,41.7,augmentable
25-1021.00,"Computer Science Teachers, Postsecondary",5690,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",Core,79.0,2,25.0,65.0,25.0,40.0,30.0,40.0,30.0,human_anchored
25-1021.00,"Computer Science Teachers, Postsecondary",5691,"Initiate, facilitate, and moderate classroom discussions.",Core,74.0,1,15.0,58.0,35.0,88.0,50.0,40.0,25.0,resistant
25-1021.00,"Computer Science Teachers, Postsecondary",5692,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",Core,79.0,2,40.0,85.0,9.0,33.5,53.0,45.0,33.5,augmentable
25-1021.00,"Computer Science Teachers, Postsecondary",5693,Supervise students' laboratory work.,Supplemental,76.0,1,20.0,55.0,45.0,58.0,55.0,75.0,60.0,resistant
25-1021.00,"Computer Science Teachers, Postsecondary",5694,Maintain regularly scheduled office hours to advise and assist students.,Core,77.0,1,30.0,75.0,10.0,85.0,60.0,45.0,45.0,augmentable
25-1021.00,"Computer Science Teachers, Postsecondary",5695,"Select and obtain materials and supplies, such as textbooks and laboratory equipment.",Core,65.0,2,40.0,80.0,11.5,32.5,45.0,40.0,30.0,augmentable
25-1021.00,"Computer Science Teachers, Postsecondary",5696,Advise students on academic and vocational curricula and on career issues.,Core,76.0,1,30.0,75.0,10.0,85.0,60.0,45.0,45.0,augmentable
25-1021.00,"Computer Science Teachers, Postsecondary",5697,"Participate in student recruitment, registration, and placement activities.",Core,71.0,2,55.0,77.5,20.0,50.0,35.0,37.5,35.0,augmentable
25-1021.00,"Computer Science Teachers, Postsecondary",5698,Collaborate with colleagues to address teaching and research issues.,Core,67.0,1,50.0,92.0,4.0,10.0,50.0,32.0,32.0,augmentable
25-1021.00,"Computer Science Teachers, Postsecondary",5699,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",Core,60.0,1,5.0,48.0,22.0,85.0,70.0,75.0,45.0,human_anchored
25-1021.00,"Computer Science Teachers, Postsecondary",5700,Act as advisers to student organizations.,Supplemental,48.0,1,30.0,75.0,10.0,85.0,60.0,45.0,45.0,augmentable
25-1021.00,"Computer Science Teachers, Postsecondary",5701,"Supervise undergraduate or graduate teaching, internship, and research work.",Supplemental,80.0,1,15.0,62.0,25.0,82.0,60.0,65.0,40.0,human_anchored
25-1021.00,"Computer Science Teachers, Postsecondary",5702,"Perform administrative duties, such as serving as department head.",Supplemental,69.0,1,10.0,58.0,25.0,85.0,65.0,80.0,55.0,human_anchored
25-1021.00,"Computer Science Teachers, Postsecondary",5703,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Supplemental,78.0,2,45.0,88.5,4.5,11.0,52.5,36.0,31.0,augmentable
25-1021.00,"Computer Science Teachers, Postsecondary",5704,Direct research of other teachers or of graduate students working for advanced academic degrees.,Supplemental,81.0,1,12.0,38.0,30.0,88.0,55.0,82.0,50.0,human_anchored
25-1021.00,"Computer Science Teachers, Postsecondary",5705,Provide professional consulting services to government or industry.,Supplemental,50.0,1,25.0,82.0,10.0,65.0,65.0,45.0,40.0,augmentable
25-1021.00,"Computer Science Teachers, Postsecondary",5706,Participate in campus and community events.,Core,53.0,1,15.0,65.0,20.0,70.0,55.0,35.0,25.0,augmentable
25-1021.00,"Computer Science Teachers, Postsecondary",5707,Compile bibliographies of specialized materials for outside reading assignments.,Supplemental,55.0,1,72.0,92.0,8.0,15.0,35.0,20.0,20.0,largely_automatable
25-1021.00,"Computer Science Teachers, Postsecondary",5708,Write grant proposals to procure external research funding.,Supplemental,69.0,1,45.0,92.0,3.0,30.0,55.0,55.0,40.0,augmentable
25-1021.00,"Computer Science Teachers, Postsecondary",20059,Maintain computer equipment used in instruction.,Supplemental,62.0,1,42.0,72.0,48.0,25.0,38.0,38.0,45.0,augmentable
25-1021.00,"Computer Science Teachers, Postsecondary",21109,Develop and maintain Web sites for online courses.,Core,73.0,2,46.0,81.0,26.5,27.5,39.0,31.5,37.5,augmentable
25-1022.00,"Mathematical Science Teachers, Postsecondary",5709,"Evaluate and grade students' class work, assignments, and papers.",Core,87.0,1,50.0,90.0,10.0,40.0,50.0,60.0,45.0,augmentable
25-1022.00,"Mathematical Science Teachers, Postsecondary",5710,"Compile, administer, and grade examinations, or assign this work to others.",Core,89.0,3,55.0,80.7,16.7,33.3,40.0,53.3,41.7,augmentable
25-1022.00,"Mathematical Science Teachers, Postsecondary",5711,"Prepare and deliver lectures to undergraduate or graduate students on topics such as linear algebra, differential equations, and discrete mathematics.",Core,87.0,1,22.0,82.0,25.0,65.0,35.0,55.0,30.0,augmentable
25-1022.00,"Mathematical Science Teachers, Postsecondary",5712,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,84.0,1,55.0,88.0,6.0,22.0,40.0,35.0,28.0,augmentable
25-1022.00,"Mathematical Science Teachers, Postsecondary",5713,"Maintain student attendance records, grades, and other required records.",Core,85.0,1,70.0,65.0,5.0,15.0,15.0,55.0,40.0,largely_automatable
25-1022.00,"Mathematical Science Teachers, Postsecondary",5714,Maintain regularly scheduled office hours to advise and assist students.,Core,81.0,1,30.0,75.0,10.0,85.0,60.0,45.0,45.0,augmentable
25-1022.00,"Mathematical Science Teachers, Postsecondary",5715,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",Core,82.0,2,40.0,85.0,9.0,33.5,53.0,45.0,33.5,augmentable
25-1022.00,"Mathematical Science Teachers, Postsecondary",5716,"Initiate, facilitate, and moderate classroom discussions.",Core,80.0,1,15.0,58.0,35.0,88.0,50.0,40.0,25.0,resistant
25-1022.00,"Mathematical Science Teachers, Postsecondary",5717,"Select and obtain materials and supplies, such as textbooks.",Core,66.0,2,40.0,80.0,11.5,32.5,45.0,40.0,30.0,augmentable
25-1022.00,"Mathematical Science Teachers, Postsecondary",5719,Advise students on academic and vocational curricula and on career issues.,Core,64.0,1,30.0,75.0,10.0,85.0,60.0,45.0,45.0,augmentable
25-1022.00,"Mathematical Science Teachers, Postsecondary",5720,Collaborate with colleagues to address teaching and research issues.,Core,64.0,1,50.0,92.0,4.0,10.0,50.0,32.0,32.0,augmentable
25-1022.00,"Mathematical Science Teachers, Postsecondary",5721,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",Core,56.0,1,5.0,48.0,22.0,85.0,70.0,75.0,45.0,human_anchored
