onet_soc_code,title,stem_occupation_types,field,job_zone,total_employment,employment_share,n_tasks,scenario,efficiency,removal_risk,risk_at_stake,reconstitution,training_depth,depth_source,scarcity,isolation,octant,severity,severity_label,trap_score,erosion_risk,willingness_gap
19-4012.00,Agricultural Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,15130.0,7565.0,26,modest,18.5,42.0,45.7,51.5,33.0,education,64.7,78.0,Quiet attrition,1,Moderate,4.0,0.0,4.0
19-4071.00,Forest and Conservation Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,30410.0,30410.0,20,modest,16.1,50.9,54.3,46.6,26.9,education,56.3,81.3,Hold the line,0,Low,3.8,0.0,14.1
19-4013.00,Food Science Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,14600.0,14600.0,16,modest,14.5,47.0,53.1,52.9,37.9,education,65.1,72.0,Quiet attrition,1,Moderate,3.6,0.0,-0.4
29-2055.00,Surgical Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,3,117460.0,117460.0,18,modest,10.8,63.0,44.8,52.4,50.0,job_zone,40.2,76.8,Protect,2,High,3.6,0.0,1.6
29-1022.00,Oral and Maxillofacial Surgeons,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,4910.0,4910.0,15,modest,4.1,89.7,81.8,86.0,95.1,education,78.1,75.0,Protect,2,High,3.2,0.0,29.4
17-1021.00,Cartographers and Photogrammetrists,Technologists and Technicians,Architecture and Engineering,4,14260.0,14260.0,14,modest,13.6,44.4,49.8,51.8,36.0,education,65.4,70.9,Quiet attrition,1,Moderate,3.1,0.0,-1.3
29-2056.00,Veterinary Technologists and Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,129140.0,129140.0,31,modest,10.8,66.0,55.9,40.5,26.7,education,39.0,77.5,Hold the line,0,Low,2.9,0.0,10.5
29-2099.05,Ophthalmic Medical Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,3,182610.0,60870.0,31,modest,9.0,63.0,73.5,40.3,28.5,education,34.9,77.7,Hold the line,0,Low,2.3,0.0,1.1
29-2011.04,Histotechnologists,Technologists and Technicians,Healthcare Practitioners and Technical,4,332940.0,55490.0,16,modest,9.0,59.2,61.7,40.3,39.4,education,27.7,61.4,Hold the line,0,Low,2.1,0.0,-6.1
29-2057.00,Ophthalmic Medical Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,71010.0,71010.0,20,modest,4.2,62.6,64.6,39.2,19.4,education,46.2,78.3,Hold the line,0,Low,1.0,0.0,-0.5
29-9093.00,Surgical Assistants,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,3,22270.0,22270.0,28,modest,1.9,75.5,63.8,58.9,50.0,job_zone,60.1,79.1,Protect,2,High,0.8,0.0,10.3
29-2012.01,Histology Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,332940.0,55490.0,8,modest,0.0,54.5,0.0,36.0,31.8,education,27.7,59.1,Hold the line,0,Low,0.0,0.0,-15.0
29-1024.00,Prosthodontists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,870.0,870.0,12,modest,0.0,71.8,0.0,89.5,92.2,education,98.8,68.6,Protect,2,High,0.0,0.0,14.6
29-1223.00,Psychiatrists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,27980.0,27980.0,12,substantial,62.8,76.3,75.1,77.1,92.0,education,57.3,69.5,Strategic trap,3,Critical,36.9,32.5,47.1
19-3094.00,Political Scientists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,5540.0,5540.0,14,substantial,89.4,49.7,48.0,79.9,83.4,education,76.7,76.0,Guard the pipeline,2,High,35.5,29.6,50.3
19-3011.01,Environmental Economists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,17790.0,8895.0,20,substantial,93.7,53.1,53.1,69.9,71.5,education,62.8,76.3,Strategic trap,3,Critical,34.8,26.4,48.8
29-9092.00,Genetic Counselors,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,3740.0,3740.0,19,substantial,64.7,74.1,71.7,70.0,62.6,education,81.4,71.5,Strategic trap,3,Critical,33.6,36.1,50.9
29-1213.00,Dermatologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,11370.0,11370.0,18,substantial,55.2,80.1,75.7,75.9,84.4,education,68.1,66.4,Strategic trap,3,Critical,33.6,23.6,47.8
29-1229.02,Hospitalists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,342720.0,57120.0,14,substantial,64.8,76.9,74.4,67.3,89.8,education,27.4,71.0,Strategic trap,3,Critical,33.5,32.9,49.8
29-1217.00,Neurologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,10590.0,10590.0,24,substantial,52.5,80.0,79.4,79.3,91.6,education,69.0,64.2,Strategic trap,3,Critical,33.3,27.6,45.8
15-2021.00,Mathematicians,"Research, Development, Design, and Practitioners",Computer and Mathematical,5,2030.0,2030.0,12,substantial,95.2,43.5,43.5,78.4,75.4,education,88.7,70.2,Guard the pipeline,2,High,32.5,29.9,41.5
29-1229.05,Preventive Medicine Physicians,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,342720.0,57120.0,15,substantial,66.2,67.8,64.3,71.7,96.0,education,27.4,77.4,Strategic trap,3,Critical,32.2,27.6,46.6
19-3032.00,Industrial-Organizational Psychologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,790.0,790.0,25,substantial,77.5,52.7,49.7,78.4,65.5,education,100.0,78.1,Strategic trap,3,Critical,32.0,21.5,43.8
15-2011.00,Actuaries,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,26670.0,26670.0,15,substantial,68.7,65.1,58.1,71.3,75.0,job_zone,57.9,82.3,Strategic trap,3,Critical,31.9,31.7,45.6
29-1218.00,Obstetricians and Gynecologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,21260.0,21260.0,15,substantial,49.3,79.9,76.7,79.7,95.7,education,60.6,68.4,Protect,2,High,31.4,20.3,41.8
19-1029.01,Bioinformatics Scientists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,55850.0,13962.5,20,substantial,87.1,52.2,51.1,67.6,76.0,education,49.1,74.1,Strategic trap,3,Critical,30.7,21.5,46.8
15-1299.06,Digital Forensics Analysts,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,20,substantial,90.4,54.5,55.0,61.9,75.0,job_zone,24.5,85.1,Strategic trap,3,Critical,30.5,25.6,32.6
19-1041.00,Epidemiologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,12090.0,12090.0,16,substantial,68.8,61.0,56.9,72.6,72.6,education,67.4,80.4,Strategic trap,3,Critical,30.5,22.5,45.3
29-1129.01,Art Therapists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,22640.0,11320.0,25,substantial,55.1,66.1,66.5,83.7,100.0,job_zone,59.9,78.7,Strategic trap,3,Critical,30.5,19.8,39.6
29-1215.00,Family Medicine Physicians,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,107510.0,107510.0,12,substantial,58.3,76.1,75.1,68.8,85.8,education,41.2,67.9,Strategic trap,3,Critical,30.5,28.8,44.9
29-1181.00,Audiologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,13660.0,13660.0,22,substantial,54.4,72.9,71.9,76.8,85.3,education,65.9,71.9,Strategic trap,3,Critical,30.5,17.9,40.0
29-1222.00,"Physicians, Pathologists","Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,11110.0,11110.0,19,substantial,49.8,74.3,74.6,82.2,92.6,education,68.4,77.0,Protect,2,High,30.4,16.2,32.6
19-2012.00,Physicists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,20430.0,20430.0,16,substantial,75.1,51.2,52.1,78.7,87.9,education,61.1,82.0,Strategic trap,3,Critical,30.3,18.8,42.8
29-1229.01,Allergists and Immunologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,342720.0,57120.0,16,substantial,59.9,80.3,79.1,62.7,81.7,education,27.4,68.0,Strategic trap,3,Critical,30.2,31.6,51.0
15-1299.04,Penetration Testers,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,22,substantial,91.2,53.3,52.2,61.7,75.0,job_zone,24.5,84.1,Strategic trap,3,Critical,30.0,27.7,37.3
19-2041.03,Industrial Ecologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,89250.0,22312.5,38,substantial,94.1,54.2,53.6,58.9,59.9,education,43.5,79.5,Strategic trap,3,Critical,30.0,23.9,48.4
19-3041.00,Sociologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,2260.0,2260.0,15,substantial,75.2,50.5,48.6,79.1,75.4,education,87.4,76.1,Strategic trap,3,Critical,30.0,22.2,45.0
29-1216.00,General Internal Medicine Physicians,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,67150.0,67150.0,19,substantial,50.2,80.5,79.7,74.2,92.8,education,46.9,68.5,Strategic trap,3,Critical,30.0,23.6,45.7
19-1011.00,Animal Scientists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,3100.0,3100.0,9,substantial,86.8,46.5,45.5,74.0,71.6,education,83.6,65.8,Guard the pipeline,2,High,29.9,7.6,43.1
17-2031.00,Bioengineers and Biomedical Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,23480.0,23480.0,30,substantial,86.0,54.0,52.2,63.5,61.5,education,59.4,74.8,Strategic trap,3,Critical,29.5,20.0,44.5
19-2041.01,Climate Change Policy Analysts,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,89250.0,22312.5,14,substantial,91.8,52.9,51.5,60.4,64.5,education,43.5,75.6,Strategic trap,3,Critical,29.3,31.5,49.3
17-1011.00,"Architects, Except Landscape and Naval","Research, Development, Design, and Practitioners",Architecture and Engineering,5,106770.0,106770.0,25,substantial,68.2,54.6,51.5,78.2,100.0,job_zone,41.3,79.2,Strategic trap,3,Critical,29.1,16.1,35.1
19-3039.03,Clinical Neuropsychologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,18820.0,9410.0,18,substantial,49.8,70.4,71.4,82.5,98.7,education,62.1,72.5,Protect,2,High,28.9,19.5,44.9
19-3099.01,Transportation Planners,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,37100.0,37100.0,22,substantial,84.3,57.5,54.5,59.0,53.1,education,54.0,81.5,Strategic trap,3,Critical,28.6,30.0,48.4
29-1243.00,Pediatric Surgeons,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,1190.0,1190.0,18,substantial,38.9,79.6,75.7,92.5,100.0,job_zone,95.1,69.7,Protect,2,High,28.6,11.2,33.7
15-2041.01,Biostatisticians,"Research, Development, Design, and Practitioners",Computer and Mathematical,5,29030.0,14515.0,25,substantial,96.3,44.9,44.6,65.7,66.3,education,56.9,77.6,Guard the pipeline,2,High,28.4,29.5,38.5
29-1081.00,Podiatrists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,9680.0,9680.0,11,substantial,46.7,76.4,72.2,79.5,88.1,education,70.0,72.0,Protect,2,High,28.4,13.6,38.2
29-1299.01,Naturopathic Physicians,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,28630.0,14315.0,20,substantial,53.5,71.5,68.2,73.5,85.2,education,57.1,68.9,Strategic trap,3,Critical,28.1,16.1,38.8
29-1229.06,Sports Medicine Physicians,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,342720.0,57120.0,27,substantial,56.7,71.8,67.4,68.2,92.2,education,27.4,69.4,Strategic trap,3,Critical,27.8,23.7,45.0
29-1221.00,"Pediatricians, General","Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,39390.0,39390.0,17,substantial,46.0,77.3,75.1,78.2,96.6,education,53.2,69.8,Protect,2,High,27.8,19.0,44.3
15-2041.00,Statisticians,"Research, Development, Design, and Practitioners",Computer and Mathematical,5,29030.0,14515.0,19,substantial,93.8,47.1,46.6,62.6,60.3,education,56.9,76.8,Guard the pipeline,2,High,27.7,28.3,38.9
17-2011.00,Aerospace Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,67710.0,67710.0,14,substantial,70.0,58.5,58.3,67.4,75.0,job_zone,46.8,79.4,Strategic trap,3,Critical,27.6,12.6,31.7
19-2043.00,Hydrologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,5850.0,5850.0,25,substantial,67.2,53.6,51.8,76.3,75.0,job_zone,76.1,79.8,Strategic trap,3,Critical,27.5,8.6,33.5
29-1212.00,Cardiologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,17290.0,17290.0,25,substantial,42.0,79.0,76.8,83.0,100.0,job_zone,63.1,70.2,Protect,2,High,27.5,13.2,35.2
19-3011.00,Economists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,17790.0,8895.0,14,substantial,76.9,53.1,47.9,67.0,65.7,education,62.8,76.4,Strategic trap,3,Critical,27.4,25.6,45.6
19-2011.00,Astronomers,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,2120.0,2120.0,17,substantial,63.5,50.0,45.9,86.4,86.6,education,88.2,83.0,Strategic trap,3,Critical,27.4,16.5,38.5
29-1299.02,Orthoptists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,28630.0,14315.0,16,substantial,44.7,75.7,79.4,81.0,100.0,job_zone,57.1,69.3,Protect,2,High,27.4,18.9,38.3
19-3051.00,Urban and Regional Planners,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,44230.0,44230.0,25,substantial,88.1,51.8,51.8,59.8,56.0,education,51.9,81.1,Strategic trap,3,Critical,27.3,24.4,43.0
17-2199.03,"Energy Engineers, Except Wind and Solar","Research, Development, Design, and Practitioners",Architecture and Engineering,4,154070.0,19258.75,21,substantial,83.2,49.7,46.9,65.0,75.0,job_zone,36.9,82.3,Guard the pipeline,2,High,26.9,14.5,28.7
29-1214.00,Emergency Medicine Physicians,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,32880.0,32880.0,17,substantial,40.6,84.1,81.2,77.5,93.9,education,55.4,69.5,Protect,2,High,26.5,20.6,41.8
19-3033.00,Clinical and Counseling Psychologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,75990.0,75990.0,30,substantial,54.9,64.8,61.0,74.3,90.2,education,45.4,77.9,Strategic trap,3,Critical,26.4,19.9,39.8
19-3039.02,Neuropsychologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,18820.0,9410.0,14,substantial,49.7,65.1,66.4,81.6,97.5,education,62.1,70.9,Protect,2,High,26.4,16.8,43.0
15-1221.00,Computer and Information Research Scientists,"Research, Development, Design, and Practitioners",Computer and Mathematical,5,37200.0,37200.0,15,substantial,83.4,50.8,51.1,62.1,61.8,education,53.9,75.4,Strategic trap,3,Critical,26.3,21.5,41.2
29-1242.00,"Orthopedic Surgeons, Except Pediatric","Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,14100.0,14100.0,15,substantial,40.0,78.9,75.2,83.3,100.0,job_zone,65.5,68.4,Protect,2,High,26.3,12.9,35.0
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,1520.0,1520.0,25,substantial,81.9,43.4,42.3,73.3,84.5,education,92.2,16.8,Guard the pipeline,2,High,26.1,22.7,40.1
29-1224.00,Radiologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,26770.0,26770.0,30,substantial,45.1,77.4,74.9,74.9,85.7,education,57.9,73.2,Protect,2,High,26.1,24.3,38.7
29-1241.00,"Ophthalmologists, Except Pediatric","Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,8950.0,8950.0,18,substantial,43.8,80.2,78.3,74.2,79.6,education,71.0,65.7,Protect,2,High,26.1,20.3,41.4
19-2021.00,Atmospheric and Space Scientists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,10000.0,10000.0,27,substantial,80.0,48.3,47.9,66.0,57.7,education,69.6,81.5,Guard the pipeline,2,High,25.5,15.4,38.0
15-1212.00,Information Security Analysts,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,190650.0,190650.0,11,substantial,100.0,53.1,53.1,47.0,44.3,education,34.4,72.5,Reversible gamble,1,Moderate,25.0,28.8,34.2
19-1023.00,Zoologists and Wildlife Biologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,18120.0,18120.0,14,substantial,64.7,53.3,53.1,72.5,75.0,job_zone,62.5,81.4,Strategic trap,3,Critical,25.0,7.7,33.0
15-2051.00,Data Scientists,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,262440.0,87480.0,16,substantial,96.4,42.8,42.8,60.1,75.0,job_zone,30.6,67.3,Guard the pipeline,2,High,24.8,28.8,40.8
25-1053.00,"Environmental Science Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,6690.0,6690.0,25,substantial,81.7,44.2,43.2,68.2,85.1,education,74.4,16.5,Guard the pipeline,2,High,24.6,23.2,40.5
19-1029.03,Geneticists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,55850.0,13962.5,24,substantial,71.2,49.5,47.6,69.9,79.4,education,49.1,77.4,Guard the pipeline,2,High,24.6,9.2,38.2
15-2031.00,Operations Research Analysts,"Research, Development, Design, and Practitioners",Computer and Mathematical,5,108510.0,108510.0,17,substantial,94.1,45.5,45.9,57.1,59.0,education,41.1,76.6,Guard the pipeline,2,High,24.4,25.1,42.1
29-1031.00,Dietitians and Nutritionists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,77570.0,77570.0,28,substantial,65.5,64.7,62.1,57.5,54.9,education,45.1,82.7,Strategic trap,3,Critical,24.4,20.9,41.6
19-1013.00,Soil and Plant Scientists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,15730.0,15730.0,27,substantial,70.0,52.5,50.0,66.0,61.5,education,64.2,79.9,Strategic trap,3,Critical,24.3,4.7,41.3
25-1064.00,"Geography Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,3330.0,3330.0,25,substantial,81.0,43.3,42.1,69.1,81.0,education,82.8,19.0,Guard the pipeline,2,High,24.2,20.7,38.3
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,5240.0,5240.0,27,substantial,80.1,44.8,43.3,67.0,77.6,education,77.4,24.7,Guard the pipeline,2,High,24.0,21.7,40.9
29-1161.00,Nurse Midwives,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,7920.0,7920.0,21,substantial,47.1,76.0,72.6,66.8,62.5,education,72.4,69.0,Protect,2,High,23.9,17.0,40.2
